,,,,,,,,,,,,,,,,,,,,
,CAS RN,Name,Midpoint Ecotox. Charact. factor [PAF.m3.day/kgemitted],,,,,,,,Endpoint Ecotox. Charact. factor [PDF.m3.day/kgemitted],,,,,,,,CHARACTERIZATION FACTOR FLAGGING,
,,,Em.hom.airI,Em.ind.airI,Em.airU,Em.airC,Em.fr.waterC,Em.sea waterC,Em.nat.soilC,Em.agr.soilC,Em.hom.airI,Em.ind.airI,Em.airU,Em.airC,Em.fr.waterC,Em.sea waterC,Em.nat.soilC,Em.agr.soilC,(F=indicative; n/a=not available),
,,,freshwater,freshwater,freshwater,freshwater,freshwater,freshwater,freshwater,freshwater,freshwater,freshwater,freshwater,freshwater,freshwater,freshwater,freshwater,freshwater,,Ecotox
,1520-78-1,TRIMETHYL LEAD CHLORIDE,3.48E+03,4.50E+03,5.18E+03,1.77E+03,1.77E+04,6.01E-04,1.51E+03,1.51E+03,1.74E+03,2.25E+03,2.59E+03,8.87E+02,8.87E+03,3.00E-04,7.56E+02,7.56E+02,,F
,152-16-9,OCTAMETHYLPYROPHOSPHORAMIDE,2.35E+01,2.54E+01,2.67E+01,2.02E+01,9.16E+01,2.27E-05,2.66E+01,2.66E+01,1.17E+01,1.27E+01,1.33E+01,1.01E+01,4.58E+01,1.13E-05,1.33E+01,1.33E+01,,F
,15271-41-7,Tranid,5.68E+03,6.37E+03,6.83E+03,4.52E+03,2.26E+04,1.84E-02,4.63E+03,4.63E+03,2.84E+03,3.19E+03,3.42E+03,2.26E+03,1.13E+04,9.20E-03,2.32E+03,2.32E+03,,F
,15457-05-3,FLUORODIFEN,8.86E+02,9.32E+02,9.63E+02,8.09E+02,1.33E+04,3.61E+00,9.46E+02,9.46E+02,4.43E+02,4.66E+02,4.81E+02,4.05E+02,6.66E+03,1.80E+00,4.73E+02,4.73E+02,,F
,15545-48-9,CHLORTOLURON,4.89E+02,6.52E+02,7.61E+02,2.17E+02,2.68E+03,1.03E-04,1.86E+02,1.86E+02,2.44E+02,3.26E+02,3.80E+02,1.09E+02,1.34E+03,5.13E-05,9.31E+01,9.31E+01,,
,15662-33-6,Ryanodine,1.85E+03,1.87E+03,1.88E+03,1.82E+03,8.06E+03,7.91E-13,2.47E+03,2.47E+03,9.25E+02,9.33E+02,9.39E+02,9.11E+02,4.03E+03,3.95E-13,1.24E+03,1.24E+03,,F
,1570-64-5,2-METHYL-4-CHLOROPHENOL,1.31E+02,1.44E+02,1.52E+02,1.10E+02,7.29E+03,4.55E-01,3.03E+02,3.04E+02,6.57E+01,7.20E+01,7.62E+01,5.51E+01,3.65E+03,2.28E-01,1.52E+02,1.52E+02,,
,1570-65-6,"4,6-DICHLORO-O-CRESOL",8.52E+02,9.12E+02,9.53E+02,7.51E+02,2.32E+04,1.22E+00,5.40E+02,5.70E+02,4.26E+02,4.56E+02,4.76E+02,3.76E+02,1.16E+04,6.08E-01,2.70E+02,2.85E+02,,F
,15827-60-8,"Phosphonic acid,   bis 2- bis(phosphonomethyl)amino ethyl amino methyl -",4.04E+01,4.01E+01,3.99E+01,4.09E+01,1.42E+02,4.87E-12,6.84E+01,6.84E+01,2.02E+01,2.01E+01,2.00E+01,2.05E+01,7.11E+01,2.44E-12,3.42E+01,3.42E+01,,F
,15894-70-9,"Guanidine, N,N'''-1,6-hexanediylbis N'-cyano-",6.53E+02,7.59E+02,8.30E+02,4.76E+02,3.01E+03,4.35E-08,2.14E+02,1.02E+03,3.27E+02,3.80E+02,4.15E+02,2.38E+02,1.51E+03,2.18E-08,1.07E+02,5.08E+02,,
,1593-77-7,DODEMORPH,1.43E+03,2.14E+03,2.62E+03,2.35E+02,1.75E+04,3.26E-01,3.87E+01,3.64E+01,7.13E+02,1.07E+03,1.31E+03,1.17E+02,8.73E+03,1.63E-01,1.93E+01,1.82E+01,,F
,15950-66-0,"2,3,4-TRICHLOROPHENOL",5.46E+02,5.61E+02,5.71E+02,5.20E+02,1.84E+04,7.31E-01,4.05E+02,7.88E+02,2.73E+02,2.80E+02,2.85E+02,2.60E+02,9.20E+03,3.65E-01,2.03E+02,3.94E+02,,
,15972-60-8,ALACHLOR,8.38E+03,1.20E+04,1.43E+04,2.42E+03,7.61E+04,9.11E-02,1.38E+03,1.38E+03,4.19E+03,5.98E+03,7.17E+03,1.21E+03,3.81E+04,4.56E-02,6.90E+02,6.90E+02,,
,16022-69-8,PENTACHLOROBENZYL ALCOHOL,1.91E+03,2.11E+03,2.25E+03,1.56E+03,4.77E+04,6.33E+00,1.59E+03,1.59E+03,9.53E+02,1.06E+03,1.13E+03,7.79E+02,2.38E+04,3.16E+00,7.95E+02,7.95E+02,,F
,16079-88-2,"1-BROMO-3-CHLORO-5,5-DIMETHYLHYDANTION",4.58E+02,4.41E+02,4.30E+02,4.86E+02,1.26E+03,3.95E-04,5.25E+02,5.25E+02,2.29E+02,2.21E+02,2.15E+02,2.43E+02,6.29E+02,1.97E-04,2.62E+02,2.62E+02,,
,16090-02-1,CI FLUORESCENT BRIGHTENER 260,3.51E+00,4.18E+00,4.62E+00,2.40E+00,1.10E+02,8.18E-35,1.73E-01,1.73E-01,1.76E+00,2.09E+00,2.31E+00,1.20E+00,5.50E+01,4.09E-35,8.66E-02,8.66E-02,,F
,161050-58-4,RH-2485,5.95E+03,8.30E+03,9.87E+03,2.03E+03,5.01E+04,1.38E-04,9.89E+02,9.89E+02,2.98E+03,4.15E+03,4.93E+03,1.02E+03,2.51E+04,6.92E-05,4.95E+02,4.95E+02,,
,16118-49-3,Carbetamide,3.39E+02,4.91E+02,5.93E+02,8.48E+01,2.16E+03,3.40E-05,4.20E+01,4.20E+01,1.69E+02,2.46E+02,2.96E+02,4.24E+01,1.08E+03,1.70E-05,2.10E+01,2.10E+01,,
,16484-77-8,Mecoprop-P,7.68E+01,1.04E+02,1.22E+02,3.18E+01,4.22E+02,3.76E-09,2.49E+01,2.44E+01,3.84E+01,5.19E+01,6.09E+01,1.59E+01,2.11E+02,1.88E-09,1.25E+01,1.22E+01,,F
,1663-39-4,"2-Propenoic acid, 1,1-dimethylethyl ester",2.61E-02,2.62E-02,2.63E-02,2.59E-02,4.73E+01,2.19E-03,1.53E+00,1.53E+00,1.31E-02,1.31E-02,1.32E-02,1.29E-02,2.37E+01,1.09E-03,7.67E-01,7.67E-01,,
,1689-83-4,IOXYNIL,3.15E+03,4.62E+03,5.61E+03,6.86E+02,1.98E+04,1.25E-06,7.23E+01,2.72E+02,1.57E+03,2.31E+03,2.80E+03,3.43E+02,9.91E+03,6.23E-07,3.62E+01,1.36E+02,,F
,1698-53-9,"3(2H)-Pyridazinone, 4,5-dichloro-2-phenyl-",2.03E+03,2.19E+03,2.30E+03,1.77E+03,3.96E+04,1.61E+00,6.66E+03,6.66E+03,1.02E+03,1.10E+03,1.15E+03,8.85E+02,1.98E+04,8.05E-01,3.33E+03,3.33E+03,,
,1698-60-8,CHLORIDAZON,1.65E+03,2.22E+03,2.61E+03,7.00E+02,9.30E+03,7.55E-04,5.87E+02,5.87E+02,8.26E+02,1.11E+03,1.30E+03,3.50E+02,4.65E+03,3.77E-04,2.93E+02,2.93E+02,,
,1702-17-6,"3,6-DICHLOROPICOLINIC ACID",1.64E+02,2.24E+02,2.64E+02,6.38E+01,9.09E+02,7.50E-09,4.52E+01,4.52E+01,8.20E+01,1.12E+02,1.32E+02,3.19E+01,4.55E+02,3.75E-09,2.26E+01,2.26E+01,,F
,17095-24-8,"2,7-Naphthalenedisulfonic acid, 4-amino-5-hydroxy-3,6-bis[[4-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]azo]-, tetrasodium salt",2.34E+02,2.34E+02,2.34E+02,2.34E+02,6.83E+02,1.18E-37,3.28E+02,3.28E+02,1.17E+02,1.17E+02,1.17E+02,1.17E+02,3.41E+02,5.89E-38,1.64E+02,1.64E+02,,F
,1724-39-6,CYCLODODECANOL,2.60E+01,3.17E+01,3.56E+01,1.65E+01,3.22E+03,6.83E-02,4.22E+00,4.22E+00,1.30E+01,1.59E+01,1.78E+01,8.23E+00,1.61E+03,3.42E-02,2.11E+00,2.11E+00,,
,173584-44-6,DPX-MP062,1.67E+04,2.47E+04,3.00E+04,3.47E+03,1.56E+05,1.31E-01,4.33E+01,4.33E+01,8.37E+03,1.24E+04,1.50E+04,1.73E+03,7.78E+04,6.55E-02,2.16E+01,2.16E+01,,
,1738-25-6,"Propanenitrile, 3-(dimethylamino)-",1.57E+01,2.23E+01,2.67E+01,4.64E+00,1.06E+02,2.76E-03,1.81E+00,2.43E+00,7.84E+00,1.12E+01,1.34E+01,2.32E+00,5.28E+01,1.38E-03,9.07E-01,1.22E+00,,F
,1745-81-9,"Phenol, 2-(2-propenyl)-",2.18E+00,2.39E+00,2.54E+00,1.82E+00,8.74E+02,2.53E-02,1.28E+01,1.28E+01,1.09E+00,1.20E+00,1.27E+00,9.12E-01,4.37E+02,1.26E-02,6.41E+00,6.42E+00,,
,1746-81-2,MONOLINURON,1.95E+03,2.28E+03,2.50E+03,1.41E+03,1.93E+04,2.14E-01,1.86E+03,1.86E+03,9.77E+02,1.14E+03,1.25E+03,7.05E+02,9.65E+03,1.07E-01,9.28E+02,9.28E+02,,
,1758-73-2,"Methanesulfinic acid, aminoimino-",2.77E+01,3.04E+01,3.21E+01,2.32E+01,1.03E+02,7.37E-08,2.18E+01,2.75E+01,1.38E+01,1.52E+01,1.61E+01,1.16E+01,5.15E+01,3.69E-08,1.09E+01,1.37E+01,,
,17606-31-4,BENSULTAP,2.31E+01,3.54E+01,4.35E+01,2.73E+00,2.24E+03,1.22E-02,1.75E+00,3.25E+00,1.16E+01,1.77E+01,2.18E+01,1.36E+00,1.12E+03,6.09E-03,8.74E-01,1.62E+00,,F
,17796-82-6,"1H-Isoindole-1,3(2H)-dione, 2-(cyclohexylthio)-",3.67E+03,5.31E+03,6.40E+03,9.35E+02,2.61E+04,2.04E-04,3.63E+02,3.63E+02,1.83E+03,2.65E+03,3.20E+03,4.67E+02,1.31E+04,1.02E-04,1.81E+02,1.81E+02,,
,1787-61-7,Eriochrome Black T,2.37E+03,2.40E+03,2.41E+03,2.34E+03,1.05E+04,1.20E-19,3.16E+03,3.16E+03,1.19E+03,1.20E+03,1.21E+03,1.17E+03,5.26E+03,6.01E-20,1.58E+03,1.58E+03,,F
,18181-70-9,IODOFENPHOS,6.39E+02,8.71E+02,1.02E+03,2.54E+02,1.39E+05,3.98E+00,9.28E+01,9.28E+01,3.20E+02,4.35E+02,5.12E+02,1.27E+02,6.93E+04,1.99E+00,4.64E+01,4.64E+01,,F
,1821-12-1,4-PHENYLBUTYRIC ACID,1.39E+01,1.68E+01,1.88E+01,8.96E+00,1.20E+02,1.66E-06,6.65E+00,1.08E+01,6.93E+00,8.40E+00,9.38E+00,4.48E+00,6.01E+01,8.32E-07,3.33E+00,5.42E+00,,F
,1836-77-7,CHLORNITROFEN,1.10E+03,1.18E+03,1.24E+03,9.60E+02,3.16E+04,9.64E+00,4.06E+02,4.06E+02,5.50E+02,5.92E+02,6.21E+02,4.80E+02,1.58E+04,4.82E+00,2.03E+02,2.03E+02,,
,1843-05-6,"Methanone,  2-hydroxy-4-(octyloxy)phenyl phenyl-",1.92E-01,2.86E-01,3.49E-01,3.55E-02,4.08E+01,1.96E-05,5.86E-03,5.87E-03,9.62E-02,1.43E-01,1.75E-01,1.78E-02,2.04E+01,9.82E-06,2.93E-03,2.93E-03,,
,18467-77-1,",ALPHA,-L-XYLO-2-HEXULOFURANOSONIC ACID, 2,3:4,6",7.90E+00,9.00E+00,9.74E+00,6.07E+00,3.24E+01,2.09E-10,6.70E+00,6.70E+00,3.95E+00,4.50E+00,4.87E+00,3.04E+00,1.62E+01,1.04E-10,3.35E+00,3.35E+00,,F
,18479-49-7,"1-Octen-3-ol, 3,7-dimethyl-",2.81E-01,2.84E-01,2.86E-01,2.75E-01,1.88E+02,3.30E-02,3.47E+00,3.47E+00,1.40E-01,1.42E-01,1.43E-01,1.38E-01,9.39E+01,1.65E-02,1.73E+00,1.73E+00,,
,18530-56-8,NOREA,4.07E+02,5.42E+02,6.32E+02,1.81E+02,2.95E+03,4.32E-03,1.49E+02,1.49E+02,2.03E+02,2.71E+02,3.16E+02,9.05E+01,1.48E+03,2.16E-03,7.43E+01,7.43E+01,,F
,1854-26-8,"2-Imidazolidinone, 4,5-dihydroxy-1,3-bis(hydroxymethyl)-",8.88E+00,9.61E+00,1.01E+01,7.67E+00,3.32E+01,3.71E-12,9.04E+00,9.04E+00,4.44E+00,4.80E+00,5.05E+00,3.84E+00,1.66E+01,1.86E-12,4.52E+00,4.52E+00,,
,18691-97-9,Methabenzthiazuron,2.62E+03,3.60E+03,4.25E+03,9.95E+02,1.55E+04,1.80E-03,7.87E+02,7.87E+02,1.31E+03,1.80E+03,2.12E+03,4.98E+02,7.76E+03,8.99E-04,3.93E+02,3.93E+02,,
,18854-01-8,ISOXATHION,6.47E+01,9.17E+01,1.10E+02,1.97E+01,1.77E+04,1.04E-01,1.78E+01,1.78E+01,3.23E+01,4.58E+01,5.48E+01,9.84E+00,8.86E+03,5.20E-02,8.89E+00,8.89E+00,,F
,1886-81-3,DODECYL BENZENESULFONATE,6.74E+00,8.25E+00,9.26E+00,4.23E+00,5.95E+02,6.73E-03,5.11E-02,5.11E-02,3.37E+00,4.13E+00,4.63E+00,2.12E+00,2.97E+02,3.37E-03,2.55E-02,2.55E-02,,F
,1912-26-1,TRIETAZINE,1.26E+02,1.47E+02,1.61E+02,9.18E+01,1.50E+04,6.98E-01,3.72E+02,3.72E+02,6.32E+01,7.36E+01,8.05E+01,4.59E+01,7.51E+03,3.49E-01,1.86E+02,1.86E+02,,
,1918-18-9,"METHYL (3,4-DICHLOROPHENYL)CARBAMATE",4.48E+01,4.61E+01,4.69E+01,4.28E+01,3.99E+03,9.39E-01,1.23E+02,1.23E+02,2.24E+01,2.30E+01,2.34E+01,2.14E+01,1.99E+03,4.69E-01,6.14E+01,6.16E+01,,F
,1928-43-4,"2,4-D, 2-ethylhexyl ester",3.66E+01,4.54E+01,5.14E+01,2.18E+01,6.21E+03,1.36E+00,1.83E+00,1.83E+00,1.83E+01,2.27E+01,2.57E+01,1.09E+01,3.10E+03,6.82E-01,9.13E-01,9.13E-01,,
,1929-73-3,"2,4-D, BUTOXYETHYL ESTER",3.83E+02,5.10E+02,5.94E+02,1.72E+02,1.52E+04,7.87E-02,1.14E+02,1.14E+02,1.92E+02,2.55E+02,2.97E+02,8.59E+01,7.58E+03,3.93E-02,5.71E+01,5.71E+01,,
,1929-82-4,NITRAPYRIN,2.96E+02,2.99E+02,3.00E+02,2.91E+02,8.30E+03,4.36E+01,4.52E+01,4.52E+01,1.48E+02,1.49E+02,1.50E+02,1.45E+02,4.15E+03,2.18E+01,2.26E+01,2.26E+01,,
,1967-16-4,CHLORBUFAM,3.10E+02,4.03E+02,4.65E+02,1.55E+02,2.31E+03,4.21E-03,1.73E+02,1.73E+02,1.55E+02,2.01E+02,2.32E+02,7.74E+01,1.16E+03,2.11E-03,8.63E+01,8.64E+01,,F
,1982-47-4,CHLOROXURON,6.93E+03,1.02E+04,1.23E+04,1.53E+03,4.63E+04,1.82E-03,4.58E+02,4.58E+02,3.47E+03,5.09E+03,6.17E+03,7.63E+02,2.32E+04,9.09E-04,2.29E+02,2.29E+02,,
,1982-49-6,SIDURON,1.60E+03,1.95E+03,2.18E+03,1.01E+03,8.30E+03,2.18E-04,1.05E+03,1.05E+03,7.98E+02,9.75E+02,1.09E+03,5.04E+02,4.15E+03,1.09E-04,5.26E+02,5.26E+02,,
,1983-10-4,TRI-N-BUTYLTIN FLUORIDE,1.49E+06,2.20E+06,2.68E+06,3.09E+05,1.46E+07,1.89E+00,1.51E+04,1.51E+04,7.46E+05,1.10E+06,1.34E+06,1.55E+05,7.31E+06,9.47E-01,7.57E+03,7.57E+03,,F
,19937-59-8,METOXURON,1.52E+01,1.94E+01,2.22E+01,8.12E+00,1.25E+02,3.73E-04,8.78E+00,8.78E+00,7.59E+00,9.71E+00,1.11E+01,4.06E+00,6.24E+01,1.87E-04,4.39E+00,4.39E+00,,
,20030-30-2,"2-Cyclohexen-1-one, 2,5,6-trimethyl-",4.01E-02,4.00E-02,3.99E-02,4.03E-02,7.51E+01,2.49E-03,2.36E+00,2.36E+00,2.00E-02,2.00E-02,1.99E-02,2.02E-02,3.75E+01,1.24E-03,1.18E+00,1.18E+00,,
,2008-39-1,"2,4-D, DIMETHYLAMINE SALT",4.22E+02,4.22E+02,4.22E+02,4.22E+02,1.28E+03,9.27E-10,5.41E+02,5.41E+02,2.11E+02,2.11E+02,2.11E+02,2.11E+02,6.42E+02,4.63E-10,2.70E+02,2.70E+02,,F
,2008-58-4,"2,6-DICHLOROBENZAMIDE",5.18E+01,4.98E+01,4.84E+01,5.53E+01,1.41E+02,8.32E-05,5.98E+01,5.98E+01,2.59E+01,2.49E+01,2.42E+01,2.77E+01,7.04E+01,4.16E-05,2.99E+01,2.99E+01,,
,20120-33-6,"Phosphonic acid,  3- (hydroxymethyl)amino -3-oxopropyl -, dimethyl ester",1.71E+01,1.74E+01,1.77E+01,1.64E+01,5.48E+01,8.35E-10,1.83E+01,1.83E+01,8.53E+00,8.72E+00,8.84E+00,8.22E+00,2.74E+01,4.17E-10,9.14E+00,9.14E+00,,
,2016-42-4,1-TETRADECANAMINE,9.33E+04,1.40E+05,1.71E+05,1.59E+04,6.55E+05,5.10E+00,1.60E+02,1.61E+02,4.66E+04,6.99E+04,8.53E+04,7.95E+03,3.27E+05,2.55E+00,8.01E+01,8.03E+01,,F
,2016-57-1,N-DECYLAMINE,2.35E+03,3.52E+03,4.30E+03,4.00E+02,1.61E+04,9.17E-02,3.94E+00,3.94E+00,1.17E+03,1.76E+03,2.15E+03,2.00E+02,8.05E+03,4.58E-02,1.97E+00,1.97E+00,,F
,20292-08-4,"Dodecanoic acid, 2-ethylhexyl ester",1.03E-03,1.64E-03,2.05E-03,2.22E-05,6.70E-01,2.84E-07,2.51E-05,2.51E-05,5.17E-04,8.21E-04,1.02E-03,1.11E-05,3.35E-01,1.42E-07,1.25E-05,1.25E-05,,
,2032-59-9,AMINOCARB,5.69E+02,8.52E+02,1.04E+03,9.82E+01,3.46E+04,4.72E-02,8.76E+01,4.37E+02,2.85E+02,4.26E+02,5.20E+02,4.91E+01,1.73E+04,2.36E-02,4.38E+01,2.18E+02,,
,2039-46-5,(4-Chloro-2-methylphenoxy)acetic acid compd. with N-Methylmethanamine (1:1),1.68E+02,2.11E+02,2.40E+02,9.62E+01,8.56E+02,1.86E-04,8.83E+01,8.83E+01,8.41E+01,1.06E+02,1.20E+02,4.81E+01,4.28E+02,9.28E-05,4.42E+01,4.42E+01,,F
,2051-60-7,PCB-1,9.75E+00,9.89E+00,9.98E+00,9.52E+00,4.10E+03,1.52E+00,2.28E+01,2.28E+01,4.88E+00,4.94E+00,4.99E+00,4.76E+00,2.05E+03,7.59E-01,1.14E+01,1.14E+01,,F
,2051-61-8,PCB-2,5.70E+00,5.88E+00,6.00E+00,5.40E+00,3.11E+03,8.45E-01,8.97E+00,8.97E+00,2.85E+00,2.94E+00,3.00E+00,2.70E+00,1.55E+03,4.23E-01,4.48E+00,4.48E+00,,F
,2051-62-9,PCB-3,1.65E+01,1.70E+01,1.72E+01,1.58E+01,6.83E+03,2.47E+00,1.96E+01,1.96E+01,8.27E+00,8.48E+00,8.62E+00,7.91E+00,3.41E+03,1.23E+00,9.78E+00,9.78E+00,,F
,2079-00-7,BLASTICIDIN-S,7.13E+02,7.69E+02,8.06E+02,6.20E+02,1.02E+04,1.62E-16,6.16E+02,6.20E+02,3.56E+02,3.84E+02,4.03E+02,3.10E+02,5.12E+03,8.09E-17,3.08E+02,3.10E+02,,F
,2082-79-3,"OCTADECYL 3,5-BIS(TERT-BUTYL)-4-HYDROXYBENZENEP*",2.68E-03,3.21E-03,3.56E-03,1.80E-03,8.65E-02,9.45E-07,1.24E-05,1.24E-05,1.34E-03,1.60E-03,1.78E-03,9.02E-04,4.33E-02,4.73E-07,6.18E-06,6.18E-06,,
,21564-17-0,2-(THIOCYANATEMETHYLTHIO)BENZOTHIAZOLE,1.10E+05,1.66E+05,2.03E+05,1.78E+04,8.06E+05,4.41E-02,5.00E+02,5.00E+02,5.52E+04,8.30E+04,1.02E+05,8.89E+03,4.03E+05,2.20E-02,2.50E+02,2.50E+02,,
,2163-80-6,MSMA,5.74E+01,5.38E+01,5.13E+01,6.35E+01,1.47E+02,2.74E-09,6.85E+01,6.85E+01,2.87E+01,2.69E+01,2.57E+01,3.17E+01,7.35E+01,1.37E-09,3.43E+01,3.43E+01,,F
,2164-07-0,"7-Oxabicyclo[2,2,1]heptane-2,3-dicarboxylic acid, dipotassium salt",2.38E+01,2.59E+01,2.73E+01,2.04E+01,8.98E+01,5.40E-10,2.16E+01,2.16E+01,1.19E+01,1.30E+01,1.37E+01,1.02E+01,4.49E+01,2.70E-10,1.08E+01,1.08E+01,,F
,2164-08-1,LENACIL,1.05E+04,1.41E+04,1.66E+04,4.50E+03,5.98E+04,1.09E-03,3.80E+03,3.80E+03,5.26E+03,7.07E+03,8.28E+03,2.25E+03,2.99E+04,5.47E-04,1.90E+03,1.90E+03,,
,2186-92-7,"Benzene, 1-(dimethoxymethyl)-4-methoxy-",9.98E-01,1.03E+00,1.06E+00,9.41E-01,1.60E+02,1.32E-02,3.45E+01,3.45E+01,4.99E-01,5.16E-01,5.28E-01,4.70E-01,8.00E+01,6.60E-03,1.73E+01,1.73E+01,,
,22042-96-2,DEQUEST 2061 PHOSPHONATE,2.77E+01,2.75E+01,2.74E+01,2.81E+01,9.75E+01,3.76E-12,4.69E+01,4.69E+01,1.39E+01,1.38E+01,1.37E+01,1.40E+01,4.87E+01,1.88E-12,2.34E+01,2.34E+01,,F
,2215-35-2,"Zinc, bis[O,O-bis(1,3-dimethylbutyl) phosphorodithioato-S,S']-, (T-4)-",1.37E-01,2.15E-01,2.68E-01,6.35E-03,4.57E+02,6.06E-04,6.29E-02,6.29E-02,6.85E-02,1.08E-01,1.34E-01,3.18E-03,2.28E+02,3.03E-04,3.15E-02,3.15E-02,,F
,22248-79-9,TETRACHLORVINPHOS,2.08E+04,3.09E+04,3.77E+04,3.81E+03,1.50E+05,2.87E-02,6.77E+01,6.77E+01,1.04E+04,1.55E+04,1.89E+04,1.91E+03,7.49E+04,1.44E-02,3.39E+01,3.39E+01,,
,2227-17-0,DIENOCHLOR,1.78E+02,1.86E+02,1.91E+02,1.65E+02,9.07E+03,4.74E+00,4.29E+01,4.29E+01,8.92E+01,9.31E+01,9.57E+01,8.27E+01,4.53E+03,2.37E+00,2.14E+01,2.15E+01,,
,2234-13-1,Octachloronaphthalene,5.35E-03,6.38E-03,7.07E-03,3.62E-03,5.88E-01,1.66E-04,3.38E-04,3.38E-04,2.67E-03,3.19E-03,3.54E-03,1.81E-03,2.94E-01,8.30E-05,1.69E-04,1.69E-04,,
,2235-25-8,ETHYL MERCURIC PHOSPHATE,9.28E+03,9.07E+03,8.93E+03,9.63E+03,2.74E+04,1.15E-04,1.14E+04,1.14E+04,4.64E+03,4.54E+03,4.47E+03,4.82E+03,1.37E+04,5.75E-05,5.72E+03,5.72E+03,,F
,2270-20-4,5-PHENYLPENTANOIC ACID,1.91E+01,2.41E+01,2.74E+01,1.07E+01,1.61E+02,1.34E-06,5.80E+00,1.31E+01,9.53E+00,1.20E+01,1.37E+01,5.36E+00,8.05E+01,6.68E-07,2.90E+00,6.53E+00,,F
,2275-14-1,PHENKAPTON,1.22E+01,1.80E+01,2.19E+01,2.55E+00,5.83E+03,6.89E-02,3.56E+00,3.56E+00,6.11E+00,9.01E+00,1.09E+01,1.27E+00,2.91E+03,3.44E-02,1.78E+00,1.78E+00,,F
,2279-76-7,Chlorotripropyl stannane,1.25E+03,1.32E+03,1.37E+03,1.12E+03,1.53E+07,1.71E+02,2.29E+05,2.29E+05,6.23E+02,6.59E+02,6.84E+02,5.62E+02,7.67E+06,8.56E+01,1.14E+05,1.14E+05,,F
,22936-75-0,DIMETHAMRTRYNE,9.32E+02,1.30E+03,1.55E+03,3.15E+02,8.30E+03,1.36E-02,2.13E+02,2.11E+02,4.66E+02,6.51E+02,7.75E+02,1.57E+02,4.15E+03,6.82E-03,1.07E+02,1.06E+02,,F
,229-87-8,PHENANTHRIDINE,1.41E+03,1.99E+03,2.37E+03,4.53E+02,1.45E+04,1.12E-02,1.35E+02,1.17E+02,7.07E+02,9.95E+02,1.19E+03,2.27E+02,7.24E+03,5.60E-03,6.74E+01,5.85E+01,,
,230-27-3,BENZO(H)QUINOLINE,2.87E+02,3.64E+02,4.15E+02,1.58E+02,9.12E+03,4.04E-02,2.29E+00,2.01E+00,1.43E+02,1.82E+02,2.08E+02,7.90E+01,4.56E+03,2.02E-02,1.14E+00,1.01E+00,,F
,2303-25-5,3-ME-4'-NO2-DIPHENYL ETHER,5.48E+01,6.43E+01,7.07E+01,3.89E+01,3.34E+03,1.14E-01,1.49E+01,1.49E+01,2.74E+01,3.22E+01,3.54E+01,1.95E+01,1.67E+03,5.69E-02,7.46E+00,7.46E+00,,F
,2307-68-8,PENTANOCHLOR,3.55E+01,4.56E+01,5.23E+01,1.86E+01,1.94E+03,1.89E-02,3.57E+00,3.57E+00,1.77E+01,2.28E+01,2.62E+01,9.30E+00,9.71E+02,9.44E-03,1.79E+00,1.79E+00,,F
,2314-09-2,Flurenol-butyl,2.60E+02,3.83E+02,4.66E+02,5.45E+01,1.72E+03,2.76E-05,1.09E+01,1.09E+01,1.30E+02,1.92E+02,2.33E+02,2.72E+01,8.62E+02,1.38E-05,5.43E+00,5.43E+00,,F
,23184-66-9,BUTACHLOR,2.33E+03,3.35E+03,4.04E+03,6.20E+02,5.72E+04,9.15E-02,2.38E+02,2.38E+02,1.16E+03,1.68E+03,2.02E+03,3.10E+02,2.86E+04,4.57E-02,1.19E+02,1.19E+02,,
,23422-53-9,FORMETANATE HYDROCHLORIDE,1.82E+03,2.16E+03,2.38E+03,1.25E+03,1.89E+04,1.76E-08,1.17E+03,1.17E+03,9.09E+02,1.08E+03,1.19E+03,6.27E+02,9.44E+03,8.80E-09,5.84E+02,5.84E+02,,F
,23560-59-0,Heptenophos,1.10E+03,1.59E+03,1.92E+03,2.84E+02,7.20E+04,1.50E-01,2.59E+02,2.59E+02,5.51E+02,7.97E+02,9.60E+02,1.42E+02,3.60E+04,7.52E-02,1.29E+02,1.29E+02,,
,2386-53-0,"DODECYL SULFONATE, SODIUM SALT",1.03E+02,1.05E+02,1.06E+02,1.01E+02,5.15E+02,2.02E-11,1.32E+02,1.32E+02,5.16E+01,5.24E+01,5.29E+01,5.04E+01,2.58E+02,1.01E-11,6.59E+01,6.59E+01,,F
,23947-60-6,Ethyrimol,3.65E+01,5.53E+01,6.78E+01,5.20E+00,2.69E+02,4.78E-08,3.66E-02,3.66E-02,1.82E+01,2.76E+01,3.39E+01,2.60E+00,1.35E+02,2.39E-08,1.83E-02,1.83E-02,,F
,2402-79-1,"2,3,5,6-TETRACHLORPYRIDINE",1.62E+02,1.62E+02,1.63E+02,1.61E+02,4.34E+03,3.29E+01,4.13E+02,4.13E+02,8.10E+01,8.12E+01,8.13E+01,8.07E+01,2.17E+03,1.65E+01,2.07E+02,2.07E+02,,
,2403-88-5,"4-Piperidinol, 2,2,6,6-tetramethyl-",8.37E+00,1.26E+01,1.54E+01,1.37E+00,5.66E+01,2.08E-07,4.61E-02,4.61E-02,4.19E+00,6.29E+00,7.69E+00,6.86E-01,2.83E+01,1.04E-07,2.31E-02,2.31E-02,,F
